#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
3002331	1	864	12	484	56.0185	2.08333	39.5	255
3002603	1	792	55	445	56.1869	10.4167	39.4	250
3002033	1	1146	3	300	26.178	0.39267	39.6	255
3002731	1	681	9	392	57.5624	1.97357	38.9	255
3001475	1	801	24	741	92.5094	4.49438	39.4	255
3001483	1	801	3	206	25.7179	0.561798	39.8	255
3001412	1	801	24	741	92.5094	4.49438	39.4	234
3002723	1	645	9	392	60.7752	2.09302	38.9	255
3001823	1	1146	1	150	13.089	0.13089	39.6	255
3002086	1	1146	4	300	26.178	0.52356	39.7	255
3001894	1	876	4	206	23.516	0.684932	39.2	255
3001405	1	801	24	741	92.5094	4.49438	39.4	244
3002765	1	645	9	392	60.7752	2.09302	38.9	255
3002365	1	927	1	150	16.1812	0.161812	39.8	255
3002742	1	645	1	150	23.2558	0.232558	35.5	255
3002077	1	1146	3	300	26.178	0.39267	39.6	255
3002070	1	1146	3	299	26.0908	0.391798	39.6	255
3001439	1	801	24	741	92.5094	4.49438	39.4	255
3003101	1	765	8	514	67.1895	1.56863	38.9	255
3001798	1	801	24	741	92.5094	4.49438	39.4	234
3002049	1	1146	3	300	26.178	0.39267	39.6	255
3001054	1	861	1	150	17.4216	0.174216	36.4	255
3003164	1	876	4	206	23.516	0.684932	39.2	255
3001056	1	861	1	150	17.4216	0.174216	36.4	255
3001932	1	876	4	206	23.516	0.684932	39.2	255
3001915	1	876	4	206	23.516	0.684932	39.2	255
3002091	1	1146	4	300	26.178	0.52356	39.7	255
3002770	1	681	3	300	44.0529	0.659325	38.5	255
3002189	1	1152	10	745	64.6701	1.30122	39.6	255
3002122	1	1146	4	300	26.178	0.52356	39.7	255
3002179	1	1146	1	150	13.089	0.13089	39.6	255
3001003	1	861	1	150	17.4216	0.174216	36.4	255
3002026	1	1146	3	300	26.178	0.39267	39.6	255
3000980	1	762	1	142	18.6352	0.186352	36.2	255
3001940	1	876	4	206	23.516	0.684932	39.2	255
3000947	1	861	1	150	17.4216	0.174216	36.4	255
3002081	1	1146	4	300	26.178	0.52356	39.7	255
3001388	1	861	1	150	17.4216	0.174216	36.4	255
3002347	1	864	12	484	56.0185	2.08333	39.5	255
3002621	1	780	75	445	57.0513	14.4231	39.3	228
3002779	1	645	9	392	60.7752	2.09302	38.9	255
3001428	1	771	45	632	81.9715	8.72892	39.1	238
3002042	1	1146	4	300	26.178	0.52356	39.7	255
3001006	1	861	1	150	17.4216	0.174216	36.4	255
3000999	1	861	1	150	17.4216	0.174216	36.4	255
3002166	1	1146	1	150	13.089	0.13089	39.7	255
3002068	1	1146	4	300	26.178	0.52356	39.7	255
3001803	1	801	24	741	92.5094	4.49438	39.4	244
3000978	1	861	1	150	17.4216	0.174216	36.4	255
3002993	1	1143	3	299	26.1592	0.391951	38.5	255
3001375	1	861	1	150	17.4216	0.174216	36.4	255
3000964	1	861	1	150	17.4216	0.174216	36.4	255
3002158	1	1149	7	656	57.0931	0.913838	38.7	255
3001927	1	876	4	206	23.516	0.684932	39.2	255
3001606	1	828	45	632	76.3285	8.12802	39.1	255
3002353	1	864	12	484	56.0185	2.08333	39.5	255
3000922	1	861	1	150	17.4216	0.174216	36.4	255
3002115	1	1146	4	300	26.178	0.52356	39.7	255
3001885	1	876	4	206	23.516	0.684932	39.2	255
3002106	1	1146	4	300	26.178	0.52356	39.7	255
3000027	1	1173	2	150	12.7877	0.255754	39	255
3002750	1	645	2	151	23.4109	0.465116	37.9	255
3002616	1	846	3	382	45.1537	0.531915	39.9	255
3001795	1	801	24	740	92.3845	4.49064	39.4	255
3002002	1	876	4	206	23.516	0.684932	39.2	255
3000989	1	861	1	150	17.4216	0.174216	36.4	255
3000890	1	861	1	150	17.4216	0.174216	36.4	255
3002611	1	846	2	188	22.2222	0.35461	39.8	130
3002796	1	657	5	501	76.2557	1.14003	39.5	255
3001875	1	876	4	206	23.516	0.684932	39.2	255
3000884	1	861	1	150	17.4216	0.174216	36.4	255
3001522	1	825	34	742	89.9394	6.18182	39.4	234
3000917	1	861	1	150	17.4216	0.174216	36.4	255
3001825	1	1146	1	150	13.089	0.13089	39.6	255
3002759	1	645	9	392	60.7752	2.09302	38.9	255
3001030	1	861	1	150	17.4216	0.174216	36.4	255
3003093	1	765	6	514	67.1895	1.17647	39.2	170
3002547	1	555	27	413	74.4144	7.27207	39.6	246
3002371	1	900	2	300	33.3333	0.333333	36.1	255
3002130	1	1146	3	300	26.178	0.39267	39.6	255
3001014	1	861	1	150	17.4216	0.174216	36.4	255
3002582	1	570	27	413	72.4561	7.0807	39.6	246
3000995	1	861	1	150	17.4216	0.174216	36.4	255
3001409	1	801	24	741	92.5094	4.49438	39.4	255
3002719	1	681	9	392	57.5624	1.98238	38.9	114
3002184	1	1149	28	764	66.4926	3.651	39	219
3000880	1	861	1	150	17.4216	0.174216	36.4	255
3003181	1	864	12	484	56.0185	2.08333	39.5	234
3000875	1	861	1	150	17.4216	0.174216	36.4	255
3002391	1	876	2	150	17.1233	0.342466	37.1	255
3002335	1	864	12	484	56.0185	2.08333	39.5	255
3002100	1	1143	3	300	26.2467	0.393701	39.6	255
3002639	1	804	32	754	93.7811	5.93284	39	255
3002791	1	657	6	589	89.6499	1.36986	39.6	86.5
3000961	1	861	1	150	17.4216	0.174216	36.4	255
3002069	1	1188	4	300	25.2525	0.505051	39.7	255
3000074	1	1539	7	674	43.7947	0.667966	39.6	73.4
3002323	1	882	5	450	51.0204	0.85034	39.5	255
3001415	1	801	1	150	18.7266	0.187266	40	1
3001933	1	876	4	206	23.516	0.684932	39.2	255
3002735	1	681	1	150	22.0264	0.220264	39.8	255
3002080	1	1146	3	300	26.178	0.39267	39.6	255
3002317	1	882	5	450	51.0204	0.85034	39.5	255
3001976	1	876	4	206	23.516	0.684932	39.2	255
3000949	1	861	1	150	17.4216	0.174216	36.4	255
3002879	1	822	1	150	18.2482	0.182482	40	255
3002176	1	1146	1	150	13.089	0.13089	39.7	255
3002023	1	1143	3	300	26.2467	0.393701	39.6	255
3000936	1	861	1	150	17.4216	0.174216	36.4	255
3002175	1	1146	1	150	13.089	0.13089	39.7	1
3000953	1	861	1	150	17.4216	0.174216	36.4	255
3003003	1	966	3	209	21.6356	0.465839	39.8	255
3001835	1	1146	1	150	13.089	0.13089	39.6	255
3001807	1	801	24	741	92.5094	4.49438	39.4	255
3000795	1	1158	2	300	25.9067	0.259067	40	255
3001995	1	876	4	206	23.516	0.684932	39.2	255
3002058	1	1146	3	300	26.178	0.39267	39.6	170
3001385	1	861	1	150	17.4216	0.174216	36.4	255
3002045	1	1146	4	300	26.178	0.52356	39.7	255
3001891	1	876	4	206	23.516	0.684932	39.2	255
3001017	1	861	1	150	17.4216	0.174216	36.4	255
3001768	1	801	3	206	25.7179	0.561798	39.8	255
3002745	1	681	9	392	57.5624	1.98238	38.9	255
3000165	1	1275	2	229	17.9608	0.235294	39.8	255
3001873	1	876	4	206	23.516	0.684932	39.2	255
3001033	1	861	1	150	17.4216	0.174216	36.4	255
3003102	1	765	7	514	67.1895	1.37255	39.1	255
3000942	1	861	1	150	17.4216	0.174216	36.4	255
3001020	1	861	1	150	17.4216	0.174216	36.4	255
3000968	1	861	1	150	17.4216	0.174216	36.4	255
3001050	1	861	1	150	17.4216	0.174216	36.4	255
3000974	1	861	1	150	17.4216	0.174216	36.4	255
3001504	1	825	35	742	89.9394	6.36	39.4	255
3002018	1	1146	4	300	26.178	0.52356	39.7	255
3002095	1	1146	4	300	26.178	0.52356	39.7	255
3002854	1	474	1	150	31.6456	0.316456	34.2	255
3002786	1	645	9	392	60.7752	2.09302	38.9	255
3001392	1	861	1	150	17.4216	0.174216	36.4	255
3000894	1	861	1	150	17.4216	0.174216	36.4	255
3001049	1	861	1	150	17.4216	0.174216	36.4	255
3002606	1	846	2	188	22.2222	0.35461	39.8	255
3002773	1	645	8	243	37.6744	1.86047	38.8	255
3001899	1	876	4	206	23.516	0.684932	39.2	255
3002089	1	1146	4	300	26.178	0.52356	39.7	255
3000926	1	861	1	150	17.4216	0.174216	36.4	255
3002097	1	1146	3	300	26.178	0.39267	39.6	255
3002758	1	645	3	300	46.5116	0.696124	38.5	255
3000985	1	858	1	147	17.1329	0.171329	36.3	255
3001923	1	876	4	206	23.516	0.684932	39.2	255
3000971	1	861	1	150	17.4216	0.174216	36.4	255
3001878	1	876	4	206	23.516	0.684932	39.2	255
3002327	1	882	5	450	51.0204	0.85034	39.5	255
3000929	1	861	1	150	17.4216	0.174216	36.4	255
3002608	1	792	54	445	56.1869	10.2273	39.2	223
3002746	1	681	1	150	22.0264	0.220264	39.8	255
3002784	1	645	9	392	60.7752	2.09302	38.9	255
3003549	1	2052	6	500	24.3665	0.438596	39.4	255
3001376	1	861	1	150	17.4216	0.174216	36.4	255
3002016	1	1146	4	300	26.178	0.52356	39.7	255
3002579	1	678	30	549	80.9735	6.5708	39.5	238
3002613	1	798	26	396	49.6241	4.88596	38.9	255
3000876	1	861	1	150	17.4216	0.174216	36.4	255
3002578	1	786	32	669	85.1145	6.05344	39.5	232
3002047	1	1146	4	299	26.0908	0.521815	39.7	255
3000190	1	1920	2	299	15.5729	0.155729	39.8	128
3002598	1	1392	32	745	53.5201	3.42529	39.5	231
3003031	1	3057	3	450	14.7203	0.147203	39.7	255
3003712	1	900	2	300	33.3333	0.333333	36.1	255
3003742	1	885	2	229	25.8757	0.338983	40	255
3003745	1	1224	2	300	24.5098	0.245098	39.3	255
3003655	1	1146	1	150	13.089	0.13089	39.6	255
3004622	1	657	5	501	76.2557	1.14003	39.5	255
3004665	1	1260	28	1036	82.2222	3.32698	39.4	255
3001831	1	1146	1	150	13.089	0.13089	39.6	255
3004621	1	861	1	150	17.4216	0.174216	40	255
3002191	1	1152	33	1086	94.2708	4.29167	39.1	255
3004623	1	861	1	150	17.4216	0.174216	40	30
3004624	1	657	5	501	76.2557	1.14003	39.5	255
3004647	1	1143	13	331	28.9589	1.69641	38.6	235
3004625	1	657	5	501	76.2557	1.14003	39.5	255
3004648	1	1149	14	331	28.8077	1.81723	38.6	255
3001555	1	801	24	741	92.5094	4.49438	39.4	255
3003158	1	861	1	150	17.4216	0.174216	36.4	255
3003923	1	3153	5	528	16.746	0.237869	38.8	255
3004692	1	834	3	338	40.5276	0.539568	39.9	109
3004627	1	657	5	501	76.2557	1.14003	39.5	255
3004662	1	1623	4	301	18.5459	0.369686	39.3	130
3001751	1	855	3	300	35.0877	0.526316	39.2	170
3001559	1	825	35	742	89.9394	6.36	39.4	248
3004693	1	1626	5	450	27.6753	0.461255	39.3	204
3004682	1	789	2	202	25.602	0.380228	39.9	255
3004684	1	1620	1	150	9.25926	0.0925926	39.8	255
3004704	1	792	50	445	56.1869	9.4697	39.1	240
3004694	1	1626	1	150	9.22509	0.0922509	35.8	255
3004695	1	1626	1	150	9.22509	0.0922509	35.8	255
3004691	1	1626	5	450	27.6753	0.461255	39.3	255
3004696	1	1626	1	150	9.22509	0.0922509	35.8	255
3004697	1	1626	1	150	9.22509	0.0922509	35.8	255
3004054	1	678	1	150	22.1239	0.221239	39.8	255
3004698	1	1641	4	451	27.4832	0.365631	39.7	128
3004043	1	1194	3	351	29.397	0.376884	39.7	255
3001754	1	834	1	150	17.9856	0.179856	40	255
3000804	1	3189	7	550	17.2468	0.329257	39.9	255
3004075	1	3111	1	150	4.8216	0.048216	39.6	255
3004745	1	1146	1	150	13.089	0.13089	39.7	255
3004089	1	972	78	666	68.5185	12.035	39.3	222
3004751	1	879	3	300	34.1297	0.511945	39.6	255
3002691	1	1173	28	1036	88.3205	3.57374	39.4	228
3004239	1	783	1	150	19.1571	0.191571	39.9	255
3004290	1	1134	1	150	13.2275	0.132275	39.8	255
3004442	1	1920	2	297	15.4688	0.154688	39.8	128
3004755	1	1146	3	300	26.178	0.39267	39.6	255
3004778	1	1146	4	300	26.178	0.52356	39.7	255
3004854	1	1146	4	300	26.178	0.52356	39.7	255
3005262	1	861	1	150	17.4216	0.174216	36.4	255
3004489	1	801	24	741	92.5094	4.49438	39.4	244
3003115	1	795	50	655	82.3899	9.42767	39.3	209
3004837	1	795	13	301	37.8616	2.45283	39.4	255
3001735	1	828	36	745	89.9758	6.52174	39.4	228
3003652	1	1146	3	300	26.178	0.39267	39.6	255
3005263	1	861	1	150	17.4216	0.174216	36.4	255
3001736	1	825	35	742	89.9394	6.36	39.4	255
3003653	1	1146	4	300	26.178	0.52356	39.7	255
3004496	1	882	5	450	51.0204	0.85034	39.5	255
3004500	1	1626	5	450	27.6753	0.461255	39.3	255
3004503	1	1623	5	450	27.7264	0.462107	39.3	255
3004504	1	1626	5	450	27.6753	0.461255	39.3	255
3004505	1	1626	5	450	27.6753	0.461255	39.3	255
3004508	1	1626	5	450	27.6753	0.461255	39.3	255
3004509	1	1623	5	450	27.7264	0.462107	39.3	205
3004510	1	1626	5	450	27.6753	0.461255	39.3	204
3004511	1	1626	5	450	27.6753	0.461255	39.3	255
3003741	1	885	7	704	79.548	1.18644	39.1	255
3001854	1	1146	1	150	13.089	0.13089	39.6	255
3005264	1	861	1	150	17.4216	0.174216	36.4	255
3004569	1	1677	1	150	8.94454	0.0894454	39.5	255
3005258	1	861	1	150	17.4216	0.174216	36.4	255
3004588	1	1173	2	200	17.0503	0.255754	39.6	255
3004597	1	1539	7	674	43.7947	0.667966	39.6	182
3001044	1	861	1	150	17.4216	0.174216	36.4	255
3005009	1	333	40	240	72.0721	17.979	39.3	249
3005010	1	348	40	240	68.9655	17.204	39.3	23.6
3005016	1	1146	4	300	26.178	0.52356	39.7	255
3003646	1	876	4	206	23.516	0.684932	39.2	255
3003647	1	876	4	206	23.516	0.684932	39.2	255
3003648	1	876	4	206	23.516	0.684932	39.2	255
3003650	1	876	4	206	23.516	0.684932	39.2	255
3005047	1	1725	2	300	17.3913	0.173913	39.3	255
3005059	1	2349	3	300	12.7714	0.191571	39.3	255
3005098	1	333	8	209	62.7628	3.6036	39.2	255
3005112	1	600	30	542	90.3333	7.39167	39.5	247
3005114	1	579	27	413	71.3299	6.97064	39.6	255
3005115	1	555	27	413	74.4144	7.27207	39.6	236
3005116	1	600	28	531	88.5	6.93833	39.6	237
3005117	1	555	27	413	74.4144	7.27207	39.6	255
3005118	1	555	27	413	74.4144	7.27207	39.6	255
3005119	1	555	27	413	74.4144	7.27207	39.6	255
3005150	1	1146	1	150	13.089	0.13089	39.9	255
3005259	1	861	1	150	17.4216	0.174216	36.4	255
3003654	1	1146	4	300	26.178	0.52356	39.7	255
3005204	1	1146	4	300	26.178	0.52356	39.7	255
3002119	1	1146	4	300	26.178	0.52356	39.7	255
3005176	1	1146	4	300	26.178	0.52356	39.7	255
3005177	1	1146	4	300	26.178	0.52356	39.7	255
3005180	1	1146	4	300	26.178	0.52356	39.7	255
3005181	1	1146	4	300	26.178	0.52356	39.7	255
3005182	1	1146	4	300	26.178	0.52356	39.7	255
3005183	1	1146	4	300	26.178	0.52356	39.7	255
3005184	1	1146	4	300	26.178	0.52356	39.7	255
3005185	1	1146	4	300	26.178	0.52356	39.7	255
3005186	1	1149	4	300	26.1097	0.522193	39.7	255
3005187	1	1146	3	300	26.178	0.39267	39.6	255
3005188	1	1146	4	300	26.178	0.52356	39.7	255
3005189	1	1146	3	300	26.178	0.39267	39.6	255
3005190	1	1146	4	300	26.178	0.52356	39.7	255
3005191	1	1146	4	300	26.178	0.52007	39.7	255
3005192	1	1146	4	300	26.178	0.52356	39.7	255
3005193	1	1146	4	300	26.178	0.52356	39.7	255
3005194	1	1146	4	300	26.178	0.52356	39.7	255
3005195	1	1146	4	300	26.178	0.52356	39.7	255
3005196	1	1146	4	300	26.178	0.52356	39.7	255
3003132	1	1146	4	300	26.178	0.52356	39.7	255
3003133	1	1146	4	300	26.178	0.52356	39.7	255
3005197	1	1146	4	300	26.178	0.52356	39.7	255
3003130	1	1146	4	300	26.178	0.52356	39.7	192
3005199	1	1146	4	300	26.178	0.52356	39.7	255
3005200	1	1146	3	300	26.178	0.39267	39.6	255
3002109	1	1146	3	300	26.178	0.39267	39.6	170
3003129	1	1143	4	300	26.2467	0.524934	39.7	255
3005216	1	1146	4	300	26.178	0.52356	39.7	255
3002110	1	1146	3	300	26.178	0.39267	39.6	255
3005217	1	1146	3	300	26.178	0.39267	39.6	255
3003136	1	1146	4	300	26.178	0.52356	39.7	255
3003137	1	1146	3	300	26.178	0.39267	39.6	255
3005260	1	861	1	150	17.4216	0.174216	36.4	255
3005261	1	861	1	150	17.4216	0.174216	36.4	255
3003135	1	1146	3	300	26.178	0.39267	39.6	255
3002102	1	1146	4	300	26.178	0.52356	39.7	255
3005218	1	1146	4	300	26.178	0.52356	39.7	255
3003138	1	1146	4	300	26.178	0.52356	39.7	255
3005219	1	1146	3	300	26.178	0.39267	39.6	255
3005220	1	1146	4	300	26.178	0.52356	39.7	255
3005221	1	1623	4	301	18.5459	0.369686	39.3	255
3005222	1	828	45	632	76.3285	8.12802	39.1	249
3000877	1	861	1	150	17.4216	0.174216	36.4	255
3000881	1	861	1	150	17.4216	0.174216	36.4	255
3000901	1	861	1	150	17.4216	0.174216	36.4	255
3000902	1	861	1	150	17.4216	0.174216	36.4	255
3000905	1	861	1	150	17.4216	0.174216	36.4	255
3000906	1	861	1	150	17.4216	0.174216	36.4	255
3000907	1	861	1	150	17.4216	0.174216	36.4	255
3000909	1	861	1	150	17.4216	0.174216	36.4	255
3001387	1	861	1	150	17.4216	0.174216	36.4	255
3001389	1	861	1	150	17.4216	0.174216	36.4	1
3005255	1	861	1	150	17.4216	0.174216	36.4	255
3005256	1	861	1	150	17.4216	0.174216	36.4	255
3005257	1	861	1	150	17.4216	0.174216	36.4	255
3005265	1	861	1	150	17.4216	0.174216	36.4	255
3005266	1	861	1	150	17.4216	0.174216	36.4	255
3005267	1	861	1	150	17.4216	0.174216	36.4	255
3005268	1	861	1	150	17.4216	0.174216	36.4	255
3005269	1	861	1	150	17.4216	0.174216	36.4	255
3005270	1	861	1	150	17.4216	0.174216	36.4	255
3005271	1	861	1	150	17.4216	0.174216	36.4	255
3005272	1	861	1	150	17.4216	0.174216	36.4	255
3005273	1	861	1	150	17.4216	0.174216	36.4	255
3005314	1	828	45	632	76.3285	8.12802	39.1	244
3005315	1	801	3	206	25.7179	0.561798	39.8	255
3005316	1	828	45	632	76.3285	8.12802	39.1	249
3005317	1	831	44	632	76.0529	7.93863	39	249
3005318	1	828	45	632	76.3285	8.12802	39.1	232
3005319	1	825	44	629	76.2424	7.98182	39	249
3005320	1	828	45	632	76.3285	8.12802	39.1	249
3005321	1	828	45	632	76.3285	8.12802	39.1	244
3005322	1	801	3	206	25.7179	0.561798	39.8	255
3005371	1	882	5	450	51.0204	0.85034	39.5	255
3005356	1	882	5	450	51.0204	0.85034	39.5	255
3005357	1	888	5	450	50.6757	0.844595	39.5	255
3005358	1	882	5	450	51.0204	0.85034	39.5	255
3002328	1	882	5	450	51.0204	0.85034	39.5	204
3005359	1	882	5	450	51.0204	0.85034	39.5	255
3005360	1	891	5	450	50.5051	0.841751	39.5	255
3005361	1	876	5	444	50.6849	0.849315	39.5	255
3005362	1	882	5	450	51.0204	0.85034	39.5	255
3005363	1	882	5	450	51.0204	0.85034	39.5	255
3005364	1	882	5	450	51.0204	0.85034	39.5	255
3005365	1	882	5	450	51.0204	0.85034	39.5	255
3005366	1	906	5	450	49.6689	0.827815	39.5	255
3005367	1	882	5	450	51.0204	0.85034	39.5	255
3005368	1	882	5	450	51.0204	0.85034	39.5	255
3005369	1	882	5	450	51.0204	0.85034	39.5	255
3005370	1	882	5	450	51.0204	0.85034	39.5	255
3005372	1	888	5	450	50.6757	0.844595	39.5	255
3005373	1	891	5	450	50.5051	0.841751	39.5	255
3005374	1	882	5	450	51.0204	0.85034	39.5	255
3005375	1	882	5	450	51.0204	0.85034	39.5	255
3005376	1	882	5	450	51.0204	0.85034	39.5	204
3005377	1	882	5	450	51.0204	0.85034	39.5	255
3005378	1	882	5	450	51.0204	0.85034	39.5	255
3005379	1	891	5	450	50.5051	0.841751	39.5	255
3005380	1	882	5	450	51.0204	0.85034	39.5	255
3005381	1	885	5	450	50.8475	0.847458	39.5	255
3005382	1	882	5	450	51.0204	0.85034	39.5	255
3005383	1	882	5	450	51.0204	0.85034	39.5	255
3005384	1	882	5	450	51.0204	0.85034	39.5	255
3005385	1	882	5	450	51.0204	0.85034	39.5	255
3006248	1	1146	1	150	13.089	0.13089	39.6	255
3006252	1	1146	1	150	13.089	0.13089	39.6	255
3006253	1	1146	1	150	13.089	0.13089	39.6	255
3006263	1	1146	1	150	13.089	0.13089	39.6	255
3002118	1	1146	4	300	26.178	0.52356	39.7	255
3002121	1	1146	3	300	26.178	0.39267	39.6	255
3003170	1	1146	4	300	26.178	0.52356	39.7	255
3006457	1	1146	4	300	26.178	0.52356	39.7	255
3006458	1	1146	3	444	38.7435	0.387435	39.5	171
3006459	1	1146	4	300	26.178	0.52356	39.7	255
3006460	1	1146	4	300	26.178	0.52356	39.7	255
3006461	1	1131	3	300	26.5252	0.397878	39.6	255
3006462	1	1146	3	300	26.178	0.39267	39.6	255
3006463	1	1146	3	300	26.178	0.39267	39.6	255
3006464	1	1149	23	558	48.564	2.98607	39	255
3001986	1	876	4	206	23.516	0.684932	39.2	255
3001996	1	876	4	206	23.516	0.684932	39.2	255
3002001	1	876	4	206	23.516	0.684932	39.2	255
3002004	1	876	4	206	23.516	0.684932	39.2	255
3002007	1	876	4	206	23.516	0.684932	39.2	255
3002011	1	876	4	206	23.516	0.684932	39.2	255
3005590	1	876	4	206	23.516	0.684932	39.2	192
3005592	1	876	4	206	23.516	0.684932	39.2	255
3005593	1	876	4	206	23.516	0.684932	39.2	255
3005595	1	876	4	206	23.516	0.684932	39.2	255
3005596	1	876	4	206	23.516	0.684932	39.2	255
3005598	1	876	4	206	23.516	0.684932	39.2	255
3005599	1	876	4	206	23.516	0.684932	39.2	255
3005600	1	876	4	206	23.516	0.684932	39.2	255
3005601	1	876	4	206	23.516	0.684932	39.2	255
3005602	1	876	4	206	23.516	0.684932	39.2	255
3005603	1	876	4	206	23.516	0.684932	39.2	192
3005604	1	876	4	206	23.516	0.684932	39.2	255
3005605	1	876	4	206	23.516	0.684932	39.2	255
3005606	1	876	4	206	23.516	0.684932	39.2	255
3005607	1	876	4	206	23.516	0.684932	39.2	255
3005609	1	876	4	206	23.516	0.684932	39.2	255
3005610	1	876	4	206	23.516	0.684932	39.2	255
3005611	1	876	4	206	23.516	0.684932	39.2	255
3005612	1	876	4	206	23.516	0.684932	39.2	255
3005613	1	876	4	206	23.516	0.684932	39.2	255
3005616	1	876	4	206	23.516	0.684932	39.2	192
3005617	1	876	4	206	23.516	0.684932	39.2	255
3005620	1	876	4	206	23.516	0.684932	39.2	255
3005625	1	876	4	206	23.516	0.684932	39.2	255
3005626	1	876	4	206	23.516	0.684932	39.2	255
3005627	1	876	4	206	23.516	0.684932	39.2	255
3005629	1	876	4	206	23.516	0.684932	39.2	255
3005630	1	876	4	206	23.516	0.684932	39.2	255
3005631	1	876	4	206	23.516	0.684932	39.2	255
3005632	1	876	4	206	23.516	0.684932	39.2	255
3005633	1	876	4	206	23.516	0.684932	39.2	255
3005634	1	885	4	206	23.2768	0.677966	39.2	255
3005635	1	876	4	206	23.516	0.684932	39.2	255
3005639	1	876	4	206	23.516	0.684932	39.2	255
3005641	1	876	4	206	23.516	0.684932	39.2	255
3005643	1	876	4	206	23.516	0.684932	39.2	255
3005644	1	876	1	150	17.1233	0.171233	37.4	255
3005645	1	876	4	206	23.516	0.684932	39.2	255
3005647	1	876	4	206	23.516	0.684932	39.2	255
3005648	1	876	4	206	23.516	0.684932	39.2	192
3005649	1	876	4	206	23.516	0.684932	39.2	255
3005650	1	876	4	206	23.516	0.684932	39.2	255
3005651	1	876	4	206	23.516	0.684932	39.2	255
3005653	1	876	4	206	23.516	0.684932	39.2	255
3005654	1	876	4	206	23.516	0.684932	39.2	255
3005655	1	876	4	206	23.516	0.684932	39.2	255
3005659	1	876	4	206	23.516	0.684932	39.2	255
3005660	1	876	4	206	23.516	0.684932	39.2	255
3005661	1	876	4	206	23.516	0.684932	39.2	255
3005666	1	876	4	206	23.516	0.684932	39.2	255
3006874	1	1134	1	150	13.2275	0.132275	39.8	255
3006875	1	1134	1	150	13.2275	0.132275	39.8	255
3006876	1	1134	1	150	13.2275	0.132275	39.8	255
3006877	1	1134	1	150	13.2275	0.132275	39.8	255
3006878	1	1134	1	150	13.2275	0.132275	39.8	255
3006879	1	1134	1	150	13.2275	0.132275	39.8	255
3006880	1	1134	1	150	13.2275	0.132275	39.8	1
3006881	1	1134	1	150	13.2275	0.132275	39.8	255
3002165	1	1140	7	656	57.5439	0.921053	38.7	255
3006471	1	1149	7	656	57.0931	0.913838	38.7	255
3006472	1	1149	7	656	57.0931	0.913838	38.7	255
3006473	1	1149	7	656	57.0931	0.913838	38.7	182
3006474	1	1149	7	656	57.0931	0.913838	38.7	255
3006475	1	1149	7	656	57.0931	0.913838	38.7	219
3003185	1	864	12	484	56.0185	2.08333	39.5	255
3006156	1	864	12	484	56.0185	2.08333	39.5	255
3006157	1	864	12	484	56.0185	2.08333	39.5	255
3006158	1	864	12	484	56.0185	2.08333	39.5	255
3006159	1	864	12	484	56.0185	2.08333	39.5	255
3006160	1	864	12	484	56.0185	2.08333	39.5	255
3006161	1	864	12	484	56.0185	2.08333	39.5	255
3006162	1	864	12	484	56.0185	2.08333	39.5	255
3006163	1	864	12	484	56.0185	2.08333	39.5	255
3006164	1	864	12	484	56.0185	2.08333	39.5	255
3006165	1	864	12	484	56.0185	2.08333	39.5	234
3006166	1	864	12	484	56.0185	2.08333	39.5	255
3006167	1	864	12	484	56.0185	2.08333	39.5	255
3006168	1	864	12	484	56.0185	2.08333	39.5	255
3006169	1	864	12	484	56.0185	2.08333	39.5	255
3006170	1	864	12	484	56.0185	2.08333	39.5	255
3006171	1	873	12	484	55.441	2.06186	39.5	234
3006172	1	864	12	484	56.0185	2.08333	39.5	255
3006173	1	864	12	484	56.0185	2.08333	39.5	255
3006174	1	864	12	484	56.0185	2.08333	39.5	255
3006175	1	864	12	484	56.0185	2.08333	39.5	255
3006927	1	876	1	150	17.1233	0.171233	39.3	255
3006928	1	876	1	150	17.1233	0.171233	39.3	255
3006929	1	876	1	150	17.1233	0.171233	39.3	1
3006930	1	876	1	150	17.1233	0.171233	39.3	255
3006931	1	876	1	150	17.1233	0.171233	39.3	255
3003145	1	882	5	450	51.0204	0.85034	39.5	255
3006186	1	927	5	450	48.5437	0.809061	39.5	255
3006187	1	906	5	450	49.6689	0.827815	39.5	255
3006188	1	882	5	450	51.0204	0.85034	39.5	255
3006189	1	882	5	450	51.0204	0.85034	39.5	255
3006190	1	882	5	450	51.0204	0.85034	39.5	255
3006191	1	882	5	450	51.0204	0.85034	39.5	204
3006192	1	882	5	450	51.0204	0.85034	39.5	255
3006193	1	885	5	450	50.8475	0.847458	39.5	255
3006194	1	888	5	450	50.6757	0.844595	39.5	255
3006195	1	876	5	448	51.1416	0.849315	39.6	255
3006196	1	885	5	450	50.8475	0.847458	39.5	255
3006197	1	882	5	450	51.0204	0.85034	39.5	255
3006198	1	894	5	448	50.1119	0.832215	39.6	255
3006199	1	876	5	444	50.6849	0.849315	39.5	255
3006200	1	882	5	450	51.0204	0.85034	39.5	255
3006201	1	903	5	450	49.8339	0.830565	39.5	255
3006202	1	882	5	450	51.0204	0.85034	39.5	255
3006203	1	882	5	450	51.0204	0.85034	39.5	255
3006204	1	903	5	450	49.8339	0.830565	39.5	255
3006205	1	891	5	450	50.5051	0.841751	39.5	255
3006206	1	879	5	447	50.8532	0.843003	39.5	255
